index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
1370,621f79e443b89009366ca74c,2021-12-25T23:00:00.000Z,mZ#3472,Mount Manu#3530,for thought leadership in web3 and for keeping engineering ethics as our community’s North Star,5,144,34,89,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",teaci#6108,liviade#1387,68,139
818,621f79e443b89009366ca513,2021-12-16T23:00:00.000Z,AnaTech#7412,chuygarcia.eth#6692,for winning H.E.R. DAO's scholarship for ETH Denver!! <:ETHDenver1:648404389215600650> <:ETHDenver2:648404396664946688><:ETHDenver3:648404403488817163> <:TEC:835016327542210560>,8,13,144,8,,,,,False,False,False,False,tigeroid#2951,AmwFund#0979,teaci#6108,hanners717#2022,43,136
1406,621f79e443b89009366ca770,2021-12-25T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for successfully concluding the 2nd Graviton training,13,144,8,13,,,,,False,False,False,False,tigeroid#2951,Vyvy-vi#5040,Usua◎ Silver#2618,Nuggan#5183,44,136
488,621f79e343b89009366ca388,2021-12-09T23:00:00.000Z,🐙 octopus#5508,akrtws (TE Academy)#4246,for always looking for the best way to grow #OpenScience,8,8,21,144,,,,,False,False,False,False,missgene#7773,AmwFund#0979,zhiwei#1356,liviade#1387,45,136
8,621f79e343b89009366ca14e,2021-11-28T23:00:00.000Z,elessar.eth#7945,Juankbell#7458,for developing and testing the smart contracts. They are actually hosting a demo of the augmented bonding curve and all the commons upgrade tooling. Much admiration and respect for that,21,144,34,55,,,,,False,False,False,False,missgene#7773,divine_comedian#5493,teaci#6108,hanners717#2022,63,123
9,621f79e343b89009366ca14f,2021-11-28T23:00:00.000Z,gabi#4807,Juankbell#7458,for developing and testing the smart contracts. They are actually hosting a demo of the augmented bonding curve and all the commons upgrade tooling. Much admiration and respect for that,34,34,34,144,,,,,False,False,False,False,Mettodo#7010,AmwFund#0979,zhiwei#1356,Nuggan#5183,61,110
318,621f79e343b89009366ca2c3,2021-12-03T23:00:00.000Z,danlessa#2831,inventandchill#7140,for great rai course,0,89,21,5,,,,,True,False,False,False,Mettodo#7010,"griff (💜, 💜)#8888",zhiwei#1356,bear100#9085,28,89
458,621f79e343b89009366ca35a,2021-12-09T23:00:00.000Z,sem  🐝#0161,Juankbell#7458,"for being one of the biggest makers of our DAO structure and tooling, and for being a big hearted person that cares for the success of the commons upgrade. Your participation is so important and it highlights specially for being silent",89,55,0,34,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Sha#6179,liviade#1387,59,89
832,621f79e443b89009366ca522,2021-12-18T23:00:00.000Z,VitorNunes#0090,iviangita#3204,for the endless work they’re putting into the dashboard and making it work so well,0,89,13,13,621f79e343b89009366ca4e8,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",teaci#6108,hanners717#2022,29,89
62,621f79e343b89009366ca1a7,2021-11-30T23:00:00.000Z,Tam2140#9361,natesuits#4789,"for walking the Stewards through the AAR for timeline extension.  Great exercise, great execution, and very beneficial!",8,89,0,8,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",Sha#6179,Nuggan#5183,35,89
231,621f79e343b89009366ca26c,2021-12-03T23:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for crushing through finalizing the dashboard,0,89,0,34,,,,,True,False,True,False,enti#1546,"griff (💜, 💜)#8888",zhiwei#1356,Nuggan#5183,30,89
11,621f79e343b89009366ca151,2021-11-28T23:00:00.000Z,Nuggan#5183,Juankbell#7458,for developing and testing the smart contracts. They are actually hosting a demo of the augmented bonding curve and all the commons upgrade tooling. Much admiration and respect for that,55,8,0,89,,,,,False,False,False,False,Mettodo#7010,bends#3537,Sha#6179,bear100#9085,50,89
933,621f79e443b89009366ca587,2021-12-18T23:00:00.000Z,mZ#3472,iviangita#3204,for his continuous mentorship,5,89,13,21,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",teaci#6108,liviade#1387,32,84
130,621f79e343b89009366ca207,2021-12-03T23:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for continuing to grind on the dashboard and get the latest updates online,5,89,13,21,,,,,False,False,False,False,enti#1546,"griff (💜, 💜)#8888",zhiwei#1356,Nuggan#5183,32,84
419,621f79e343b89009366ca332,2021-12-08T23:00:00.000Z,mZ#3472,liviade#1387,for the knowledge he shared on reward systems and algorithmic policies in a great presentation to the Governauts research group,5,89,13,34,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",teaci#6108,liviade#1387,35,84
129,621f79e343b89009366ca206,2021-12-03T23:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for continuing to grind on the dashboard and get the latest updates online,13,89,8,13,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",teaci#6108,hanners717#2022,30,81
128,621f79e343b89009366ca205,2021-12-03T23:00:00.000Z,pKrepe#5682,Mount Manu#3530,for continuing to grind on the dashboard and get the latest updates online,13,89,8,13,,,,,False,False,False,False,tigeroid#2951,"griff (💜, 💜)#8888",zhiwei#1356,hanners717#2022,30,81
794,621f79e343b89009366ca4fb,2021-12-15T23:00:00.000Z,iviangita#3204,Tam2140#9361,"for her incomparable execution prowess! Too many examples to list but most recent is taking @taxil's ABC article from dgoc to published with all the final touches and moving parts, flawless execution! 🙏🏽 🌺 🤗 https://medium.com/commonsstack/the-augmented-bonding-curve-part-1-a-web3-way-to-fund-public-goods-7c9d1a871ae2",13,21,8,89,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",zhiwei#1356,liviade#1387,32,81
144,621f79e343b89009366ca215,2021-12-03T23:00:00.000Z,🐙 octopus#5508,Mount Manu#3530,for their analysis dashboard,8,21,13,89,,,,,False,False,False,False,missgene#7773,AmwFund#0979,zhiwei#1356,liviade#1387,32,81
1174,621f79e443b89009366ca688,2021-12-25T23:00:00.000Z,natesuits#4789,Mount Manu#3530,"for your endless efforts to do everything right and for making sure that things are well documented and well understood by the whole community; and, overall, for being a voice of reason",89,13,8,13,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,teaci#6108,Nuggan#5183,30,81
835,621f79e443b89009366ca525,2021-12-18T23:00:00.000Z,elessar.eth#7945,iviangita#3204,for the incredible work they’re doing and making sure we have a safe launch for all of our smart contracts systems,21,89,34,8,,,,,False,False,False,False,missgene#7773,divine_comedian#5493,teaci#6108,hanners717#2022,38,81
620,621f79e343b89009366ca416,2021-12-11T23:00:00.000Z,iviangita#3204,Mount Manu#3530,for stepping up with the Legal WG,13,89,8,21,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",zhiwei#1356,liviade#1387,32,81
689,621f79e343b89009366ca48a,2021-12-13T23:00:00.000Z,natesuits#4789,divine_comedian#5493,for this awesome spreadsheet comparing parameters from the CCD proposals,55,89,8,34,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,teaci#6108,Nuggan#5183,46,81
141,621f79e343b89009366ca212,2021-12-03T23:00:00.000Z,graial#0787,Mount Manu#3530,"for doing behind-the-scenes stuff like tech foundation stuff, testing, and database migrations",89,21,21,13,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Usua◎ Silver#2618,osycross(🦎🦎)#5943,36,76
753,621f79e343b89009366ca4d2,2021-12-15T23:00:00.000Z,VitorNunes#0090,divine_comedian#5493,for putting the finishing touches on the CCD MVP,21,89,13,21,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",teaci#6108,hanners717#2022,36,76
400,621f79e343b89009366ca31e,2021-12-08T23:00:00.000Z,VitorNunes#0090,divine_comedian#5493,for taking the CCD past the finish line  and providing valueable developer feedback on how to make v2 even better,13,55,89,21,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",teaci#6108,hanners717#2022,44,76
1093,621f79e443b89009366ca635,2021-12-22T23:00:00.000Z,iviangita#3204,Tam2140#9361,for so many things. For meticulous work and charisma and sense of humor and creative talent. Few get to see the extra delight  she adds to the Sprint retrospective board by creating fun designs with the voting stars so I took a screenshot to add to this praise!,21,89,13,34,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",zhiwei#1356,liviade#1387,39,76
10,621f79e343b89009366ca150,2021-11-28T23:00:00.000Z,"griff (💜, 💜)#8888",Juankbell#7458,for developing and testing the smart contracts. They are actually hosting a demo of the augmented bonding curve and all the commons upgrade tooling. Much admiration and respect for that,34,55,21,89,,,,,False,False,False,False,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,49,68
1102,621f79e443b89009366ca63e,2021-12-22T23:00:00.000Z,MS#4235,GideonRo#3175,for demonstrating excellent catalytic leadership in helping the Communitas team organize itself in figuring out the next steps in our community onboarding/engagement work. And for pulling together a useful framework to this end in Miro.,34,0,55,13,,621f79e343b89009366ca315,,,False,False,False,False,Mettodo#7010,AmwFund#0979,innov8tor3#3988,hanners717#2022,26,55
258,621f79e343b89009366ca287,2021-12-03T23:00:00.000Z,sem  🐝#0161,Mount Manu#3530,for working so hard on the ABC,8,55,0,55,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Sha#6179,liviade#1387,39,55
476,621f79e343b89009366ca37c,2021-12-09T23:00:00.000Z,kristofer#1475,GideonRo#3175,for explaining the evolution and current status of PRAISE at at the DAO Rewards Systems Assemblage. This is a great explanation. I am learning a lot and it's great visibility for TEC's work here.,55,21,0,8,,,621f79e343b89009366ca306,,False,False,False,False,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,21,55
134,621f79e343b89009366ca20b,2021-12-03T23:00:00.000Z,bradleyc#3333,Mount Manu#3530,for all the work that they did on Commons Swarm this week,3,8,0,55,,,,,False,False,False,False,enti#1546,bends#3537,Sha#6179,liviade#1387,22,55
1169,621f79e443b89009366ca683,2021-12-23T23:00:00.000Z,Tam2140#9361,AnaTech#7412,for getting the scholarship from H.E.R. DAO to go to ETHDENVER 🥳🥳🥳🥳,5,55,0,8,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",Sha#6179,Nuggan#5183,22,55
654,621f79e343b89009366ca457,2021-12-12T23:00:00.000Z,Nuggan#5183,MS#4235,for the positive energy that is always brought to interactions and for being a great collaborator and educator.,55,3,0,1,,,,,False,False,False,False,Mettodo#7010,bends#3537,Sha#6179,bear100#9085,19,55
204,621f79e343b89009366ca251,2021-12-03T23:00:00.000Z,sem  🐝#0161,Mount Manu#3530,for carrying the Commons Swarm forward,5,34,0,55,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Sha#6179,liviade#1387,31,55
206,621f79e343b89009366ca253,2021-12-03T23:00:00.000Z,bradleyc#3333,Mount Manu#3530,for carrying the Commons Swarm forward,3,1,0,55,,,,,False,False,False,False,enti#1546,bends#3537,Sha#6179,liviade#1387,19,55
1210,621f79e443b89009366ca6ac,2021-12-25T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,"for all the Steward work that you guys do, both in the background and in the foreground",13,55,0,5,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",Sha#6179,Nuggan#5183,24,55
290,621f79e343b89009366ca2a7,2021-12-03T23:00:00.000Z,karmaticacid#1218,Mount Manu#3530,for hosting Params Parties and debates,3,55,0,0,,,,,False,False,False,True,enti#1546,Vyvy-vi#5040,Sha#6179,bear100#9085,19,55
772,621f79e343b89009366ca4e5,2021-12-15T23:00:00.000Z,Tam2140#9361,GideonRo#3175,for a great call to talk about how I can engage TEC with more impact.,5,55,0,5,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",Sha#6179,Nuggan#5183,21,55
291,621f79e343b89009366ca2a8,2021-12-03T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for hosting Params Parties and debates,13,55,0,8,,,621f79e343b89009366ca22e,,False,False,False,False,acidlazzer#5796,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,19,55
401,621f79e343b89009366ca31f,2021-12-08T23:00:00.000Z,Nuggan#5183,divine_comedian#5493,for taking the CCD past the finish line  and providing valueable developer feedback on how to make v2 even better,21,5,0,55,,,,,False,False,False,False,Mettodo#7010,bends#3537,Sha#6179,bear100#9085,27,55
1426,621f79e443b89009366ca784,2021-12-25T23:00:00.000Z,sem  🐝#0161,Mount Manu#3530,for being a smart contract and DAO wizard (and for explaining to Juanka what a bonding curve is),5,55,0,34,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Sha#6179,liviade#1387,31,55
719,621f79e343b89009366ca4a8,2021-12-14T23:00:00.000Z,Nuggan#5183,Tam2140#9361,for the tremendous work you just shared on the Reward WG weekly. Very impressive RADD demo.,21,3,0,55,,,,,False,False,False,False,Mettodo#7010,bends#3537,Sha#6179,bear100#9085,26,55
1146,621f79e443b89009366ca66a,2021-12-22T23:00:00.000Z,metaverde#2503,Juankbell#7458,"for their impact in my life and making me feel supported and motivated during this year. Much appreciation, respect and love to all of you!",13,3,55,5,,,,,False,False,False,False,tigeroid#2951,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,19,52
1145,621f79e443b89009366ca669,2021-12-22T23:00:00.000Z,ygg_anderson#4998,Juankbell#7458,"for their impact in my life and making me feel supported and motivated during this year. Much appreciation, respect and love to all of you!",5,8,55,3,,,,,False,False,False,False,enti#1546,bends#3537,zhiwei#1356,bear100#9085,17,52
360,621f79e343b89009366ca2f4,2021-12-06T23:00:00.000Z,ALOYSIOUS#3049,liviade#1387,for speaking up to their truth and for raising important points of accessibility and inclusion,13,3,21,55,,,,,False,False,False,False,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,23,52
279,621f79e343b89009366ca29c,2021-12-03T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,"for voicing reservations and for your willingness to disagreeing, being that constructive criticism is our secret sauce",3,55,13,21,,,,,False,False,False,False,enti#1546,Vyvy-vi#5040,teaci#6108,hanners717#2022,23,52
446,621f79e343b89009366ca34d,2021-12-08T23:00:00.000Z,bfa#7705,ALOYSIOUS#3049,"for helping with the \""Other side of praise\"" data survey.",3,55,8,8,,,,,False,False,False,False,Mettodo#7010,"griff (💜, 💜)#8888",innov8tor3#3988,liviade#1387,18,52
935,621f79e443b89009366ca589,2021-12-18T23:00:00.000Z,sidcode#1729,iviangita#3204,for cheering Aloysius up,3,5,55,8,,,,,False,False,False,False,missgene#7773,AmwFund#0979,innov8tor3#3988,hanners717#2022,17,52
793,621f79e343b89009366ca4fa,2021-12-15T23:00:00.000Z,taxil#8577,Tam2140#9361,for this extraordinary simple and digestible piece on the Augmented Bonding Curve. https://medium.com/commonsstack/the-augmented-bonding-curve-part-1-a-web3-way-to-fund-public-goods-7c9d1a871ae2,13,3,55,34,,,,,False,False,False,False,missgene#7773,bends#3537,innov8tor3#3988,hanners717#2022,26,52
1125,621f79e443b89009366ca655,2021-12-22T23:00:00.000Z,natesuits#4789,Juankbell#7458,"for their impact in my life and making me feel supported and motivated during this year. Much appreciation, respect and love to all of you!",55,3,13,8,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,teaci#6108,Nuggan#5183,19,52
1152,621f79e443b89009366ca670,2021-12-22T23:00:00.000Z,markop#2007,"griff (💜, 💜)#8888",for making this Swag Shop Happen!,21,55,5,21,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,25,50
787,621f79e343b89009366ca4f4,2021-12-15T23:00:00.000Z,mZ#3472,ALOYSIOUS#3049,"for their contributions to the ecosystem via research / resource sharing. I have appreciated being able to ask all of the questions, thank you!",5,55,21,55,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",teaci#6108,liviade#1387,34,50
473,621f79e343b89009366ca379,2021-12-09T23:00:00.000Z,iviangita#3204,iviangita#3204,for participating in the discussion around the CV Proposals terms & conditions in the Legal WG sync,13,55,5,13,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",zhiwei#1356,liviade#1387,21,50
566,621f79e343b89009366ca3e0,2021-12-11T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for being amazing Params Party hosts,5,55,5,13,,,,,False,False,False,False,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,19,50
256,621f79e343b89009366ca285,2021-12-03T23:00:00.000Z,eduardovegap#0422,Mount Manu#3530,for all the efforts in onboarding and the great results,8,5,5,55,,,,,False,False,False,False,enti#1546,bends#3537,Usua◎ Silver#2618,liviade#1387,18,50
1151,621f79e443b89009366ca66f,2021-12-22T23:00:00.000Z,JL#3980,"griff (💜, 💜)#8888",for making this Swag Shop Happen!,5,55,34,13,,,,,False,False,False,False,enti#1546,Vyvy-vi#5040,innov8tor3#3988,Nuggan#5183,26,50
680,621f79e343b89009366ca476,2021-12-12T23:00:00.000Z,chuygarcia.eth#6692,acidlazzer#5796,for the awesome spanish hosting at Comms Param Party! 🤗,8,55,13,5,,,,,False,False,False,False,acidlazzer#5796,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,20,50
1057,621f79e443b89009366ca60e,2021-12-20T23:00:00.000Z,Juankbell#7458,liviade#1387,for offering help with the voter pamphlets,8,55,5,5,,,,,False,False,False,False,tigeroid#2951,Vyvy-vi#5040,Usua◎ Silver#2618,Nuggan#5183,18,50
167,621f79e343b89009366ca22c,2021-12-03T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for all their contributions to the Params Parties,5,55,5,8,,,,,False,False,False,False,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,18,50
1140,621f79e443b89009366ca664,2021-12-22T23:00:00.000Z,JeffEmmett#7202,Juankbell#7458,"for their impact in my life and making me feel supported and motivated during this year. Much appreciation, respect and love to all of you!",5,5,55,13,,,,,False,False,False,False,missgene#7773,bends#3537,innov8tor3#3988,hanners717#2022,19,50
802,621f79e343b89009366ca503,2021-12-15T23:00:00.000Z,Zeptimus#3359,Tam2140#9361,for the Commons upgrade proposals on the forum! WGMI!,13,5,55,5,,,,,False,False,False,False,acidlazzer#5796,bends#3537,innov8tor3#3988,osycross(🦎🦎)#5943,19,50
1069,621f79e443b89009366ca61a,2021-12-20T23:00:00.000Z,catarina#7223,liviade#1387,for delivering a new version of the decision making graphic in light speed,13,55,8,5,,,,,False,False,False,False,tigeroid#2951,divine_comedian#5493,teaci#6108,Nuggan#5183,20,50
268,621f79e343b89009366ca291,2021-12-03T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for a great AMA on bonding curves,13,55,5,13,,,,,False,False,False,False,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,21,50
1150,621f79e443b89009366ca66e,2021-12-22T23:00:00.000Z,kristofer#1475,"griff (💜, 💜)#8888",for making this Swag Shop Happen!,21,21,55,5,,,,,False,False,False,False,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,25,50
259,621f79e343b89009366ca288,2021-12-03T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for working so hard on the ABC,5,55,8,8,,,,,False,False,False,False,missgene#7773,divine_comedian#5493,teaci#6108,hanners717#2022,19,50
1460,621f79e443b89009366ca7a6,2021-12-26T23:00:00.000Z,alantv#0964,Mount Manu#3530,for engaging with our community so consistently since you arrived,13,5,55,5,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",teaci#6108,liviade#1387,19,50
17,621f79e343b89009366ca159,2021-11-29T23:00:00.000Z,hz#8826,kristofer#1475,for the pollen bot meeting turned into mini hack session and for being so engaged in adapting the 1hive pollen bot to our needs.,5,5,55,34,,,,,False,False,False,False,enti#1546,"griff (💜, 💜)#8888",innov8tor3#3988,Nuggan#5183,24,50
1467,621f79e443b89009366ca7ad,2021-12-26T23:00:00.000Z,mateodaza#3156,Mount Manu#3530,for all the work that you do behind the scenes: you deserve more praise than what you’ve been getting,8,34,5,55,,,,,False,False,False,False,acidlazzer#5796,divine_comedian#5493,zhiwei#1356,hanners717#2022,25,50
185,621f79e343b89009366ca23e,2021-12-03T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for nailing the metrics for when to shift to the Commons Upgrade,8,21,8,55,,,,,False,False,False,False,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,23,47
44,621f79e343b89009366ca174,2021-11-29T23:00:00.000Z,kristofer#1475,Jolie_Ze#0295,for being a spot-on lead for the reward systems wg - he is consistent and organized making it easy to stay plugged in and on task,8,34,55,8,,,,,False,False,False,False,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,26,47
751,621f79e343b89009366ca4d0,2021-12-15T23:00:00.000Z,"griff (💜, 💜)#8888",divine_comedian#5493,for leading params and getting the CCD past the finish line,8,55,8,34,,,,,False,False,False,False,tigeroid#2951,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,26,47
398,621f79e343b89009366ca31c,2021-12-08T23:00:00.000Z,PhilH#1102,divine_comedian#5493,for inviting me to talk for Eth France about the TEC,13,55,8,13,,,,,False,False,False,False,missgene#7773,"griff (💜, 💜)#8888",zhiwei#1356,hanners717#2022,22,47
481,621f79e343b89009366ca381,2021-12-09T23:00:00.000Z,Renzo D5#3503,akrtws (TE Academy)#4246,for initiating the Governauts  and all the energy and creativity they've put into it,13,8,55,13,,,,,False,False,False,False,Mettodo#7010,Vyvy-vi#5040,teaci#6108,osycross(🦎🦎)#5943,22,47
736,621f79e343b89009366ca4b9,2021-12-15T23:00:00.000Z,chuygarcia.eth#6692,kristofer#1475,for writing and pitching an excellent Commons Config Proposal - Montaña Rusa: The Communist Roller-Coaster,8,55,34,13,,,,,False,False,False,False,acidlazzer#5796,divine_comedian#5493,innov8tor3#3988,osycross(🦎🦎)#5943,27,47
1337,621f79e443b89009366ca72b,2021-12-25T23:00:00.000Z,🐙 octopus#5508,Mount Manu#3530,for being such a foundation for the Rewards System Research Group that has been a fountain of knowledge of us for the past few months,21,8,13,55,,,,,False,False,False,False,missgene#7773,AmwFund#0979,zhiwei#1356,liviade#1387,24,47
713,621f79e343b89009366ca4a2,2021-12-14T23:00:00.000Z,Vyvy-vi#5040,Tam2140#9361,for taking on bringing the TEA and TEC communities closer together through discord.,8,55,13,13,,,,,False,False,False,False,acidlazzer#5796,"griff (💜, 💜)#8888",zhiwei#1356,bear100#9085,22,47
19,621f79e343b89009366ca15b,2021-11-29T23:00:00.000Z,markop#2007,chuygarcia.eth#6692,"for the new reward board logo
https://media.discordapp.net/attachments/900497538329747466/915224473530163200/Image_2021-11-30_at_1.55.05_pm.jpg",8,55,8,21,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Usua◎ Silver#2618,bear100#9085,23,47
685,621f79e343b89009366ca47b,2021-12-13T23:00:00.000Z,kristofer#1475,MS#4235,"for always providing context and help, and for approaching leadership with such authenticity and humility. Always inspired by our conversations 🌟",13,8,55,8,,,,,False,False,False,False,missgene#7773,AmwFund#0979,innov8tor3#3988,osycross(🦎🦎)#5943,21,47
833,621f79e443b89009366ca523,2021-12-18T23:00:00.000Z,pKrepe#5682,iviangita#3204,for the endless work they’re putting into the dashboard and making it work so well,13,55,8,13,,,,,False,False,False,False,tigeroid#2951,"griff (💜, 💜)#8888",zhiwei#1356,hanners717#2022,22,47
1332,621f79e443b89009366ca726,2021-12-25T23:00:00.000Z,mateodaza#3156,Mount Manu#3530,for contributing so much to the Rewards System WG,8,55,34,13,,,,,False,False,False,False,acidlazzer#5796,divine_comedian#5493,zhiwei#1356,hanners717#2022,27,47
368,621f79e343b89009366ca2fc,2021-12-07T23:00:00.000Z,graial#0787,kristofer#1475,"for thoroughly analysing the \""old\"" praise data, identifying inconsistencies, weirdnesses and straight out bugs",55,34,8,13,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Usua◎ Silver#2618,osycross(🦎🦎)#5943,27,47
