index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
610,6256d00b7d6ca6ad95bd5d2f,2022-02-09T23:00:00.000Z,divine_comedian#5493,kristofer#1475,for recruiting tons of quantifiers and initiating the test quants.,0,55,55,13,,,,,False,False,False,False,osycross(🦎🦎)#5943,liviade#1387,Nuggan#5183,tigeroid#2951,41,55
366,6256d00b7d6ca6ad95bd5c3b,2022-02-08T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for all of your contributions,55,0,5,0,,6256d00b7d6ca6ad95bd5bf5,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tam2140#9361,20,55
608,6256d00b7d6ca6ad95bd5d2d,2022-02-09T23:00:00.000Z,Nebs#2035,kristofer#1475,for refactoring the praise codebase to make it more secure and stable. It is not glamorous work but it needs to be done!,21,0,55,13,,,,,False,False,False,False,GideonRo#3175,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,29,55
167,6256d00b7d6ca6ad95bd5b74,2022-02-08T23:00:00.000Z,solsista#5370,Mount Manu#3530,for your work and commitment as Stewards,0,55,8,13,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,acidlazzer#5796,EFRA#7972,25,55
1137,6256d00b7d6ca6ad95bd5f3e,2022-02-25T23:00:00.000Z,mattyjee#8621,Nuggan#5183,for helping track down the missing discord IDs,0,55,8,0,,,,6256d00b7d6ca6ad95bd601b,False,False,False,False,osycross(🦎🦎)#5943,liviade#1387,acidlazzer#5796,EFRA#7972,21,55
607,6256d00b7d6ca6ad95bd5d2c,2022-02-09T23:00:00.000Z,graial#0787,kristofer#1475,for doing more work on the praise spreadsheet export script needed to move old praise into the new system.,34,34,89,55,,,,,False,False,False,False,Mike Brunt#0745,Zeptimus#3359,divine_comedian#5493,innov8tor3#3988,53,55
1104,6256d00b7d6ca6ad95bd5f1d,2022-02-23T23:00:00.000Z,MargaritaDave#8576,nic#9212,for taking the initiative to develop the crypto-economic flower into a matrix for structuring submissions,5,0,3,55,,,,,False,False,False,False,eduardovegap#0422,Usua◎ Silver#2618,boonjue.eth#7124,innov8tor3#3988,21,55
877,6256d00b7d6ca6ad95bd5e3a,2022-02-17T23:00:00.000Z,mattyjee#8621,kristofer#1475,for jumping in and contributing to the praise system development. First PR merged! ✨,0,55,8,8,,,,,False,False,False,False,osycross(🦎🦎)#5943,liviade#1387,acidlazzer#5796,EFRA#7972,23,55
342,6256d00b7d6ca6ad95bd5c23,2022-02-08T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for all the time and work you put into the Rewards Systems,13,55,13,0,,,,6256d00b7d6ca6ad95bd5d04,False,False,False,False,GideonRo#3175,liviade#1387,Nuggan#5183,EFRA#7972,20,55
125,6256d00b7d6ca6ad95bd5b4a,2022-02-08T23:00:00.000Z,simondlr#8472,Mount Manu#3530,for having invented bonding curves,0,55,5,13,,,,,False,False,False,False,osycross(🦎🦎)#5943,lee0007#8152,boonjue.eth#7124,tigeroid#2951,24,55
1359,6256d00b7d6ca6ad95bd601c,2022-02-27T23:00:00.000Z,Nuggan#5183,kristofer#1475,for doing the unglamorous work of identifying 150+ praise receivers with missing discord ids. Vital requirement for us to be able to quantify all old praise.,55,0,13,8,,6256d00b7d6ca6ad95bd6015,,,False,False,False,False,Mike Brunt#0745,liviade#1387,acidlazzer#5796,EFRA#7972,19,55
1355,6256d00b7d6ca6ad95bd6018,2022-02-26T23:00:00.000Z,teaci#6108,kristofer#1475,for jumping in to finish their quants during the third and final test praise quant. Your contributions mean we now have complete dataset we can use to test the remaining steps in the rewards process!,55,0,5,13,,,,,False,False,False,False,Mike Brunt#0745,Usua◎ Silver#2618,enti#1546,AmwFund#0979,24,55
7,6256d00b7d6ca6ad95bd5ad4,2022-01-31T23:00:00.000Z,bustavo#8085,Tam2140#9361,for translating TE articles to Spanish! 🙏🏽,21,34,55,0,,,,,False,False,False,False,GideonRo#3175,liviade#1387,divine_comedian#5493,Tam2140#9361,36,55
233,6256d00b7d6ca6ad95bd5bb6,2022-02-08T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for all the work they do (and did) around Comms,55,0,8,0,,6256d00b7d6ca6ad95bd5ba6,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tam2140#9361,21,55
231,6256d00b7d6ca6ad95bd5bb4,2022-02-08T23:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,"for doing the initial member verification, which was an important step for our community",3,0,55,3,,,,,False,False,False,False,eduardovegap#0422,Usua◎ Silver#2618,boonjue.eth#7124,EFRA#7972,20,55
931,6256d00b7d6ca6ad95bd5e70,2022-02-18T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for all the graphics that you create for the TEC,13,13,55,0,,,,6256d00b7d6ca6ad95bd5ee3,False,False,False,False,GideonRo#3175,Zeptimus#3359,divine_comedian#5493,innov8tor3#3988,20,55
330,6256d00b7d6ca6ad95bd5c17,2022-02-08T23:00:00.000Z,solsista#5370,Mount Manu#3530,for your leadership and because without you there’d be no TEC,0,55,5,13,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,acidlazzer#5796,EFRA#7972,24,55
124,6256d00b7d6ca6ad95bd5b49,2022-02-08T23:00:00.000Z,willjgriff 🐝#6164,Mount Manu#3530,for the groundbreaking work that they did to make what we launched possible,8,55,8,0,,,,,False,False,False,False,eduardovegap#0422,liviade#1387,acidlazzer#5796,Tam2140#9361,23,55
225,6256d00b7d6ca6ad95bd5bae,2022-02-08T23:00:00.000Z,sem  🐝#0161,Mount Manu#3530,for integrating what was needed to get our Gardens ready,55,0,3,0,,,,,False,False,False,False,bear100#9085,Usua◎ Silver#2618,boonjue.eth#7124,Tam2140#9361,29,55
277,6256d00b7d6ca6ad95bd5be2,2022-02-08T23:00:00.000Z,sem  🐝#0161,Mount Manu#3530,for the launch of the bonding curve and for everything having gone great with the CU,55,0,3,0,,,,,False,False,False,False,bear100#9085,Usua◎ Silver#2618,boonjue.eth#7124,Tam2140#9361,29,55
1242,6256d00b7d6ca6ad95bd5fa7,2022-02-25T23:00:00.000Z,karmaticacid#1218,Mount Manu#3530,for coming to the DAOist event in Mexico,3,5,55,0,,,,,False,False,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tam2140#9361,21,55
285,6256d00b7d6ca6ad95bd5bea,2022-02-08T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for the amazing praise bot you put together,0,55,55,0,6256d00b7d6ca6ad95bd5d30,,,6256d00b7d6ca6ad95bd5d30,False,False,False,False,GideonRo#3175,liviade#1387,Nuggan#5183,EFRA#7972,30,55
956,6256d00b7d6ca6ad95bd5e89,2022-02-19T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for attending ETHDenver and doing presentations & panels about our work within the TEC,55,0,5,0,,6256d00b7d6ca6ad95bd5e6a,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tam2140#9361,20,55
606,6256d00b7d6ca6ad95bd5d2b,2022-02-09T23:00:00.000Z,Nuggan#5183,kristofer#1475,"for reviewing all (!!) \""old\"" praise and identifying anomalies and weirdnesses. Vital work before the first quantification!",55,0,21,3,,6256d00b7d6ca6ad95bd5d1d,,,False,False,False,False,Mike Brunt#0745,liviade#1387,acidlazzer#5796,EFRA#7972,21,55
312,6256d00b7d6ca6ad95bd5c05,2022-02-08T23:00:00.000Z,shermin#6154,Mount Manu#3530,for being TE thought leaders and for having given the TEC their support,1,55,8,5,,,,,False,False,False,False,eduardovegap#0422,liviade#1387,divine_comedian#5493,innov8tor3#3988,17,54
761,6256d00b7d6ca6ad95bd5dc6,2022-02-12T23:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for the WG Weekly Updates,34,3,55,13,,,,,False,False,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,AmwFund#0979,26,52
1025,6256d00b7d6ca6ad95bd5ece,2022-02-21T23:00:00.000Z,ygg_anderson#4998,eduardovegap#0422,for spending an hour coordinating efforts towards a new session for TEC Labs with RomeDAO!,21,5,55,8,,,,,False,False,False,False,Mike Brunt#0745,lee0007#8152,divine_comedian#5493,AmwFund#0979,22,50
764,6256d00b7d6ca6ad95bd5dc9,2022-02-12T23:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for transcribing and dishing all the praise,21,5,55,21,,,,,False,False,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,AmwFund#0979,25,50
592,6256d00b7d6ca6ad95bd5d1d,2022-02-09T23:00:00.000Z,Nuggan#5183,liviade#1387,for the huuge work looking at all the praise to solve issues in the data 🙏🏽,34,55,8,5,,,,,False,False,False,False,Mike Brunt#0745,liviade#1387,acidlazzer#5796,EFRA#7972,25,50
462,6256d00b7d6ca6ad95bd5c9b,2022-02-08T23:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for all the hard work behind the email newsletter,55,5,34,13,,,,,False,False,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,AmwFund#0979,26,50
564,6256d00b7d6ca6ad95bd5d01,2022-02-09T23:00:00.000Z,Nuggan#5183,liviade#1387,for constant progress on the reward system's!,13,55,8,5,,,,,False,False,False,False,Mike Brunt#0745,liviade#1387,acidlazzer#5796,EFRA#7972,20,50
1325,6256d00b7d6ca6ad95bd5ffa,2022-02-26T23:00:00.000Z,hanners717#2022,Mount Manu#3530,for being an awesome hiring person!,13,55,5,13,,,,,False,False,False,False,Mike Brunt#0745,Zeptimus#3359,acidlazzer#5796,tigeroid#2951,21,50
53,6256d00b7d6ca6ad95bd5b02,2022-02-03T23:00:00.000Z,freshelle#9882,Zeptimus#3359,for making herself available and being so patient with me teaching me the art of budgeting🙏,5,8,5,55,,,,,False,False,False,False,eduardovegap#0422,missgene#7773,enti#1546,innov8tor3#3988,18,50
287,6256d00b7d6ca6ad95bd5bec,2022-02-08T23:00:00.000Z,AmwFund#0979,Mount Manu#3530,for being past Stewards that were instrumental to the development of our community,21,55,8,21,,,,,False,False,False,False,Mike Brunt#0745,Zeptimus#3359,acidlazzer#5796,innov8tor3#3988,26,47
272,6256d00b7d6ca6ad95bd5bdd,2022-02-08T23:00:00.000Z,ygg_anderson#4998,Mount Manu#3530,for creating a bootcamp where people that wanna learn TE can coalesce around,21,8,55,13,,,,,False,False,False,False,Mike Brunt#0745,lee0007#8152,divine_comedian#5493,AmwFund#0979,24,47
1174,6256d00b7d6ca6ad95bd5f63,2022-02-25T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for holding the Twitter fort for our whole community,21,21,55,13,,,,,False,False,False,False,GideonRo#3175,Zeptimus#3359,divine_comedian#5493,innov8tor3#3988,27,42
1135,6256d00b7d6ca6ad95bd5f3c,2022-02-25T23:00:00.000Z,Nuggan#5183,Mount Manu#3530,for the dev work he does behind-the-scenes!,13,55,13,13,,,,,False,False,False,False,Mike Brunt#0745,liviade#1387,acidlazzer#5796,EFRA#7972,23,42
745,6256d00b7d6ca6ad95bd5db6,2022-02-12T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for your engagement in the proposal inverter,34,13,8,0,,,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tam2140#9361,18,34
269,6256d00b7d6ca6ad95bd5bda,2022-02-08T23:00:00.000Z,Mert Ozd#6679,Mount Manu#3530,for advancing the Consilience Library forward,5,0,34,21,,,,,False,False,False,False,eduardovegap#0422,Usua◎ Silver#2618,divine_comedian#5493,innov8tor3#3988,20,34
757,6256d00b7d6ca6ad95bd5dc2,2022-02-12T23:00:00.000Z,natesuits#4789,Mount Manu#3530,for working on the TEC source,34,21,5,0,,,,,False,False,False,False,GideonRo#3175,Zeptimus#3359,enti#1546,Tam2140#9361,20,34
261,6256d00b7d6ca6ad95bd5bd2,2022-02-08T23:00:00.000Z,solsista#5370,Mount Manu#3530,for relentless leadership and for always being thought-provoking in 0mega calls,0,34,8,8,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,acidlazzer#5796,EFRA#7972,16,34
806,6256d00b7d6ca6ad95bd5df3,2022-02-14T23:00:00.000Z,Mert Ozd#6679,Mount Manu#3530,for an amazing article on decentralizing credit ratings,13,0,34,21,,,,,False,False,False,False,eduardovegap#0422,Usua◎ Silver#2618,divine_comedian#5493,innov8tor3#3988,22,34
232,6256d00b7d6ca6ad95bd5bb5,2022-02-08T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for being such an awesome guy and for starting the TEC and keep driving it forward,0,0,34,13,,6256d00b7d6ca6ad95bd5b86,,,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,15,34
256,6256d00b7d6ca6ad95bd5bcd,2022-02-08T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for their contributions to the Rewards System WG,0,34,34,13,,,,,False,False,False,False,osycross(🦎🦎)#5943,liviade#1387,Nuggan#5183,tigeroid#2951,27,34
822,6256d00b7d6ca6ad95bd5e03,2022-02-15T23:00:00.000Z,Jeremy&TheGospelOfChange#8201,Juankbell#7458,for leading the Deep democracy and Liberating Structures Practice groups for Gravity! This educational activities create so much value in the web3 space 😃 🙌,34,5,0,13,,,6256d00b7d6ca6ad95bd5d7b,,False,False,False,False,GideonRo#3175,lee0007#8152,divine_comedian#5493,AmwFund#0979,13,34
865,6256d00b7d6ca6ad95bd5e2e,2022-02-17T23:00:00.000Z,jh#4856,freshelle#9882,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,34,0,0,0,,,,,False,True,True,True,Mike Brunt#0745,lee0007#8152,Nuggan#5183,EFRA#7972,8,34
251,6256d00b7d6ca6ad95bd5bc8,2022-02-08T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for your work on TE Academy  and for TE Academy being the TEC’s 1st proposal to be funded,34,0,3,21,,6256d00b7d6ca6ad95bd5bb3,,,False,False,False,False,GideonRo#3175,lee0007#8152,boonjue.eth#7124,innov8tor3#3988,14,34
875,6256d00b7d6ca6ad95bd5e38,2022-02-17T23:00:00.000Z,Ratio13#0578,metaverde#2503,for the amazing Cardano talk and discussion about accounting methods in blockchain.,0,5,34,0,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,divine_comedian#5493,Tam2140#9361,19,34
728,6256d00b7d6ca6ad95bd5da5,2022-02-12T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for promoting new Comms projects and including Bustavo in them,34,0,5,0,,6256d00b7d6ca6ad95bd5cb2,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tam2140#9361,13,34
279,6256d00b7d6ca6ad95bd5be4,2022-02-08T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for the launch of the bonding curve and for everything having gone great with the CU,0,13,34,34,,,,,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,27,34
226,6256d00b7d6ca6ad95bd5baf,2022-02-08T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for integrating what was needed to get our Gardens ready,0,13,34,8,,,,,False,False,False,False,osycross(🦎🦎)#5943,lee0007#8152,boonjue.eth#7124,AmwFund#0979,18,34
278,6256d00b7d6ca6ad95bd5be3,2022-02-08T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for the launch of the bonding curve and for everything having gone great with the CU,0,34,5,13,,,,,False,False,False,False,osycross(🦎🦎)#5943,lee0007#8152,boonjue.eth#7124,AmwFund#0979,17,34
499,6256d00b7d6ca6ad95bd5cc0,2022-02-08T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,"for your unwavering leadership, week after week, and for leading everyone with poise and professionalism",0,8,0,34,,,6256d00b7d6ca6ad95bd5c79,,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,14,34
713,6256d00b7d6ca6ad95bd5d96,2022-02-12T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for your participation in the proposal inverter,0,34,8,8,,,,,False,False,False,False,osycross(🦎🦎)#5943,liviade#1387,Nuggan#5183,tigeroid#2951,16,34
306,6256d00b7d6ca6ad95bd5bff,2022-02-08T23:00:00.000Z,ygg_anderson#4998,Mount Manu#3530,for being our current Stewards and for offering guidance and support to anyone who approaches you,34,3,21,0,,,,6256d00b7d6ca6ad95bd5b75,False,False,False,False,Mike Brunt#0745,lee0007#8152,divine_comedian#5493,AmwFund#0979,14,34
204,6256d00b7d6ca6ad95bd5b99,2022-02-08T23:00:00.000Z,solsista#5370,Mount Manu#3530,for kicking up the TE Academy,0,34,5,0,,,,6256d00b7d6ca6ad95bd5bc9,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,acidlazzer#5796,EFRA#7972,13,34
334,6256d00b7d6ca6ad95bd5c1b,2022-02-08T23:00:00.000Z,santigs#9769,Mount Manu#3530,for joining on the efforts to manage and make use of all the functions in our Dune Analytics account,0,34,13,5,,,,,False,False,False,False,osycross(🦎🦎)#5943,liviade#1387,boonjue.eth#7124,innov8tor3#3988,17,34
364,6256d00b7d6ca6ad95bd5c39,2022-02-08T23:00:00.000Z,GideonRo#3175,Mount Manu#3530,for all of your contributions,0,34,1,5,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,boonjue.eth#7124,tigeroid#2951,13,34
145,6256d00b7d6ca6ad95bd5b5e,2022-02-08T23:00:00.000Z,Zeptimus#3359,Mount Manu#3530,"for a great video he did, several months ago, walking people through moving funds to xDAI, for his willingness to rally quickly to update it, and just for your general, can-do attitude, always willing to roll up your sleeves",34,0,8,13,,,,,False,False,False,False,GideonRo#3175,Usua◎ Silver#2618,enti#1546,AmwFund#0979,18,34
413,6256d00b7d6ca6ad95bd5c6a,2022-02-08T23:00:00.000Z,lEscanore#7764,Mount Manu#3530,"for your work within the Translations team, bringing translators together and coordinating their collective efforts",0,3,8,34,,,,,False,False,False,False,osycross(🦎🦎)#5943,lee0007#8152,acidlazzer#5796,EFRA#7972,15,34
878,6256d00b7d6ca6ad95bd5e3b,2022-02-18T23:00:00.000Z,natesuits#4789,Mount Manu#3530,"for hosting & facilitating the Stewards call, the Community Call, and all other issues that remain in the background but move all of us closer to our collective goals as a Commons",34,13,3,0,,,,,False,False,False,False,GideonRo#3175,Zeptimus#3359,enti#1546,Tam2140#9361,16,34
480,6256d00b7d6ca6ad95bd5cad,2022-02-08T23:00:00.000Z,GideonRo#3175,Mount Manu#3530,for writing the “how to get TEC” article,0,34,13,21,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,boonjue.eth#7124,tigeroid#2951,22,34
